Domain,Area,Element,Item,Year,Value
"Forestry Production and Trade","Burkina Faso","Export Quantity","Hardboard","2016","1"
"Forestry Production and Trade","Burkina Faso","Import Quantity","MDF/HDF","2016","2"
"Forestry Production and Trade","Burkina Faso","Export Quantity","MDF/HDF","2016","3"
"Forestry Production and Trade","Burkina Faso","Import Quantity","Other fibreboard","2016","25"
"Forestry Production and Trade","Burkina Faso","Export Quantity","Other fibreboard","2016","4"
"Forestry Production and Trade","Burkina Faso","Import Quantity","Chemical wood pulp","2016","82"
"Forestry Production and Trade","Burkina Faso","Export Quantity","Chemical wood pulp","2016","71"
"Forestry Production and Trade","Burkina Faso","Import Quantity","Chemical wood pulp, sulphate, unbleached","2016","40"
"Forestry Production and Trade","Burkina Faso","Import Quantity","Chemical wood pulp, sulphate, bleached","2016","36"
"Forestry Production and Trade","Burkina Faso","Export Quantity","Chemical wood pulp, sulphate, bleached","2016","49"
"Forestry Production and Trade","Burkina Faso","Import Quantity","Chemical wood pulp, sulphite, bleached","2016","6"
"Forestry Production and Trade","Burkina Faso","Export Quantity","Chemical wood pulp, sulphite, bleached","2016","22"
"Forestry Production and Trade","Burkina Faso","Import Quantity","Dissolving wood pulp","2016","26"
"Forestry Production and Trade","Burkina Faso","Import Quantity","Pulp from fibres other than wood","2016","4"
"Forestry Production and Trade","Burkina Faso","Import Quantity","Recovered paper","2016","41"
"Forestry Production and Trade","Burkina Faso","Export Quantity","Recovered paper","2016","79"
"Forestry Production and Trade","Burkina Faso","Import Quantity","Newsprint","2016","459"
"Forestry Production and Trade","Burkina Faso","Export Quantity","Newsprint","2016","22"
"Forestry Production and Trade","Burkina Faso","Import Quantity","Printing and writing papers","2016","4054"
"Forestry Production and Trade","Burkina Faso","Export Quantity","Printing and writing papers","2016","9"
"Forestry Production and Trade","Burkina Faso","Import Quantity","Printing and writing papers, uncoated, mechanical","2016","7"
"Forestry Production and Trade","Burkina Faso","Export Quantity","Printing and writing papers, uncoated, mechanical","2016","3"
"Forestry Production and Trade","Burkina Faso","Import Quantity","Printing and writing papers, uncoated, wood free","2016","3466"
"Forestry Production and Trade","Burkina Faso","Export Quantity","Printing and writing papers, uncoated, wood free","2016","4"
"Forestry Production and Trade","Burkina Faso","Import Quantity","Printing and writing papers, coated","2016","581"
"Forestry Production and Trade","Burkina Faso","Export Quantity","Printing and writing papers, coated","2016","2"
"Forestry Production and Trade","Burkina Faso","Production","Other paper and paperboard","2016","944"
"Forestry Production and Trade","Burkina Faso","Import Quantity","Other paper and paperboard","2016","1234"
"Forestry Production and Trade","Burkina Faso","Export Quantity","Other paper and paperboard","2016","123"
"Forestry Production and Trade","Burkina Faso","Import Quantity","Household and sanitary papers","2016","10"
"Forestry Production and Trade","Burkina Faso","Import Quantity","Wrapping and packaging paper and paperboard","2016","1195"
"Forestry Production and Trade","Burkina Faso","Export Quantity","Wrapping and packaging paper and paperboard","2016","121"
"Forestry Production and Trade","Burkina Faso","Import Quantity","Case materials","2016","34"
"Forestry Production and Trade","Burkina Faso","Import Quantity","Cartonboard","2016","181"
"Forestry Production and Trade","Burkina Faso","Export Quantity","Cartonboard","2016","100"
"Forestry Production and Trade","Burkina Faso","Import Quantity","Wrapping papers","2016","967"
"Forestry Production and Trade","Burkina Faso","Export Quantity","Wrapping papers","2016","21"
"Forestry Production and Trade","Burkina Faso","Import Quantity","Other papers mainly for packaging","2016","13"
"Forestry Production and Trade","Burkina Faso","Production","Other paper and paperboard n.e.s. (not elsewhere specified)","2016","944"
"Forestry Production and Trade","Burkina Faso","Import Quantity","Other paper and paperboard n.e.s. (not elsewhere specified)","2016","29"
"Forestry Production and Trade","Burkina Faso","Export Quantity","Other paper and paperboard n.e.s. (not elsewhere specified)","2016","2"
"Forestry Production and Trade","Burundi","Production","Wood fuel, coniferous (production)","2016","0"
"Forestry Production and Trade","Burundi","Production","Wood fuel, non-coniferous (production)","2016","5999000"
"Forestry Production and Trade","Burundi","Import Quantity","Wood fuel, all species (export/import)","2016","2"
"Forestry Production and Trade","Burundi","Export Quantity","Wood fuel, all species (export/import)","2016","922"
"Forestry Production and Trade","Burundi","Import Quantity","Industrial roundwood, coniferous (export/import)","2016","3"
"Forestry Production and Trade","Burundi","Export Quantity","Industrial roundwood, coniferous (export/import)","2016","93"
"Forestry Production and Trade","Burundi","Import Quantity","Industrial roundwood, non-coniferous tropical (export/import)","2016","1"
"Forestry Production and Trade","Burundi","Export Quantity","Industrial roundwood, non-coniferous tropical (export/import)","2016","2729"
"Forestry Production and Trade","Burundi","Import Quantity","Industrial roundwood, non-coniferous non-tropical (export/import)","2016","1139"
"Forestry Production and Trade","Burundi","Export Quantity","Industrial roundwood, non-coniferous non-tropical (export/import)","2016","106"
"Forestry Production and Trade","Burundi","Production","Sawlogs and veneer logs, coniferous","2016","138000"
"Forestry Production and Trade","Burundi","Production","Sawlogs and veneer logs, non-coniferous","2016","169000"
"Forestry Production and Trade","Burundi","Production","Other industrial roundwood, coniferous (production)","2016","0"
"Forestry Production and Trade","Burundi","Production","Other industrial roundwood, non-coniferous (production)","2016","318000"
"Forestry Production and Trade","Burundi","Production","Wood charcoal","2016","264000"
"Forestry Production and Trade","Burundi","Import Quantity","Wood charcoal","2016","3"
"Forestry Production and Trade","Burundi","Export Quantity","Wood charcoal","2016","5"
"Forestry Production and Trade","Burundi","Import Quantity","Wood chips and particles","2016","9"
"Forestry Production and Trade","Burundi","Export Quantity","Wood chips and particles","2016","35"
"Forestry Production and Trade","Burundi","Import Quantity","Wood residues","2016","2"
"Forestry Production and Trade","Burundi","Export Quantity","Wood residues","2016","21"
"Forestry Production and Trade","Burundi","Production","Sawnwood, coniferous","2016","20923"
"Forestry Production and Trade","Burundi","Import Quantity","Sawnwood, coniferous","2016","38"
"Forestry Production and Trade","Burundi","Export Quantity","Sawnwood, coniferous","2016","36"
"Forestry Production and Trade","Burundi","Production","Sawnwood, non-coniferous all","2016","13190"
"Forestry Production and Trade","Burundi","Import Quantity","Sawnwood, non-coniferous all","2016","60"
"Forestry Production and Trade","Burundi","Export Quantity","Sawnwood, non-coniferous all","2016","50"
"Forestry Production and Trade","Burundi","Import Quantity","Veneer sheets","2016","19"
"Forestry Production and Trade","Burundi","Export Quantity","Veneer sheets","2016","31"
"Forestry Production and Trade","Burundi","Import Quantity","Plywood","2016","53"
"Forestry Production and Trade","Burundi","Export Quantity","Plywood","2016","22"
"Forestry Production and Trade","Burundi","Import Quantity","Particle board","2016","4"
"Forestry Production and Trade","Burundi","Export Quantity","Particle board","2016","3"
"Forestry Production and Trade","Burundi","Import Quantity","OSB","2016","0"
"Forestry Production and Trade","Burundi","Import Quantity","Hardboard","2016","628"
"Forestry Production and Trade","Burundi","Import Quantity","MDF/HDF","2016","45"
"Forestry Production and Trade","Burundi","Import Quantity","Other fibreboard","2016","25"
"Forestry Production and Trade","Burundi","Export Quantity","Other fibreboard","2016","3"
"Forestry Production and Trade","Burundi","Import Quantity","Mechanical wood pulp","2016","1"
"Forestry Production and Trade","Burundi","Import Quantity","Chemical wood pulp","2016","25"
"Forestry Production and Trade","Burundi","Import Quantity","Chemical wood pulp, sulphate, unbleached","2016","24"
"Forestry Production and Trade","Burundi","Import Quantity","Chemical wood pulp, sulphate, bleached","2016","1"
"Forestry Production and Trade","Burundi","Import Quantity","Pulp from fibres other than wood","2016","26"
"Forestry Production and Trade","Burundi","Export Quantity","Pulp from fibres other than wood","2016","18"
"Forestry Production and Trade","Burundi","Import Quantity","Recovered paper","2016","2"
"Forestry Production and Trade","Burundi","Export Quantity","Recovered paper","2016","22"
"Forestry Production and Trade","Burundi","Import Quantity","Newsprint","2016","2"
"Forestry Production and Trade","Burundi","Export Quantity","Newsprint","2016","1"
"Forestry Production and Trade","Burundi","Import Quantity","Printing and writing papers","2016","238"
"Forestry Production and Trade","Burundi","Export Quantity","Printing and writing papers","2016","14"
"Forestry Production and Trade","Burundi","Import Quantity","Printing and writing papers, uncoated, mechanical","2016","178"
"Forestry Production and Trade","Burundi","Export Quantity","Printing and writing papers, uncoated, mechanical","2016","3"
"Forestry Production and Trade","Burundi","Import Quantity","Printing and writing papers, uncoated, wood free","2016","47"
"Forestry Production and Trade","Burundi","Export Quantity","Printing and writing papers, uncoated, wood free","2016","5"
"Forestry Production and Trade","Burundi","Import Quantity","Printing and writing papers, coated","2016","13"
"Forestry Production and Trade","Burundi","Export Quantity","Printing and writing papers, coated","2016","6"
"Forestry Production and Trade","Burundi","Import Quantity","Other paper and paperboard","2016","2649"
"Forestry Production and Trade","Burundi","Export Quantity","Other paper and paperboard","2016","97"
"Forestry Production and Trade","Burundi","Import Quantity","Household and sanitary papers","2016","67"
"Forestry Production and Trade","Burundi","Export Quantity","Household and sanitary papers","2016","72"
"Forestry Production and Trade","Burundi","Import Quantity","Wrapping and packaging paper and paperboard","2016","2554"
"Forestry Production and Trade","Burundi","Export Quantity","Wrapping and packaging paper and paperboard","2016","20"
"Forestry Production and Trade","Burundi","Import Quantity","Case materials","2016","56"
"Forestry Production and Trade","Burundi","Export Quantity","Case materials","2016","1"
"Forestry Production and Trade","Burundi","Import Quantity","Cartonboard","2016","274"
